F D 0.5 0.6 0.7 0.8 0.9 1
nrr lce 0.0069440377487932 0.017162184733589 0.043428209149454 0.10053223438334 0.20222729057537 0.34600395557076 
nrr fix0.1 0.019831871101178 0.042314140580037 0.086564517747817 0.16700105728486 0.2901026742078 0.44095968712395 
nrr fix0.05 0.023329214121105 0.048457161842269 0.098149597774854 0.18181212469497 0.30393007997062 0.45780443111777 
nrr fix0.01 0.030709933069162 0.066088985169138 0.12026580850086 0.21480448792867 0.34297023749875 0.49294496657704 
nrr fix0.005 0.038236350424709 0.074152506905499 0.13420684923484 0.22918035787074 0.35400107745224 0.49925820970162 
nrr fix0.001 0.045362011713861 0.083818519536553 0.13424448103222 0.22786465927364 0.33552593234028 0.47518715687906 
nrr prob_cache 0.016948021618736 0.036480847555034 0.078583254985814 0.15524386888035 0.27369544730499 0.42587999498935 
nrr lcd 0.034840653532756 0.061892160382005 0.11187149669539 0.18963092414597 0.30058884944665 0.44197772426249 
nrr ffc 0.046932160029333 0.081750460889078 0.13848985268277 0.22394118480607 0.34307899333852 0.48078381689824 
nrr ffc0.25 0.057348803915367 0.087370047179658 0.15262692493785 0.24529150222311 0.36387069864442 0.5054172305291 
nrr ffc0.2 0.050515481087923 0.087434708119176 0.1516635195428 0.24659427772041 0.36619718309859 0.50838276589735 
nrr ffc0.1 0.048451569293422 0.078496531161249 0.14943775234409 0.24705970298017 0.37032568356937 0.51199960208573 
nrr ffc0.05 0.044833706947558 0.078436437570829 0.12709886303742 0.23561543457625 0.3672314974254 0.50778749025527 
nrr ffc0.01 0.027011780321885 0.060264559924317 0.095289631862002 0.19506705899024 0.31435760731458 0.45459374662804 
nrr tfc 0.039100058221742 0.074433710998489 0.13294653128595 0.22818021495358 0.35567263435625 0.49519370329515 
nrr wfc0.25 0.014811155672028 0.032062464356402 0.072847516010902 0.14575237840011 0.26009635053561 0.4115395543967 
nrr wfc0.1 0.020042871560475 0.042324868359661 0.087739691088049 0.16774059274059 0.29025230984952 0.44071238738362 
nrr wfc0.05 0.023654370843798 0.048039747818463 0.097872838948302 0.18342441104928 0.30766788113781 0.45822926499211 
nrr wfc0.01 0.031270559039315 0.066004400293353 0.1226010574081 0.21188507871492 0.33370610228335 0.48139050791007 
nrr wfc0.005 0.038163297602092 0.07282417114265 0.13191806269141 0.22276593265758 0.34501588148494 0.48650427913101 
nrr wfc0.001 0.047974422545558 0.082431620078148 0.13877898532579 0.23092199288729 0.35386345649186 0.49251113770862 
